filename	acq_time
eeg/sub-chb17_task-rest_run-10_eeg.edf	1995-08-06T04:59:41.000000Z
eeg/sub-chb17_task-rest_run-13_eeg.edf	1995-08-06T08:00:02.000000Z
eeg/sub-chb17_task-rest_run-17_eeg.edf	1995-08-06T11:40:36.000000Z
eeg/sub-chb17_task-rest_run-18_eeg.edf	1995-08-06T12:40:43.000000Z
eeg/sub-chb17_task-rest_run-19_eeg.edf	1995-08-06T13:40:50.000000Z
eeg/sub-chb17_task-rest_run-1_eeg.edf	1995-08-03T19:47:38.000000Z
eeg/sub-chb17_task-rest_run-20_eeg.edf	1995-08-06T22:53:46.000000Z
eeg/sub-chb17_task-rest_run-21_eeg.edf	1995-08-06T23:53:53.000000Z
eeg/sub-chb17_task-rest_run-22_eeg.edf	1995-08-07T00:54:00.000000Z
eeg/sub-chb17_task-rest_run-23_eeg.edf	1995-08-07T01:54:06.000000Z
eeg/sub-chb17_task-rest_run-24_eeg.edf	1995-08-07T02:54:13.000000Z
eeg/sub-chb17_task-rest_run-25_eeg.edf	1995-08-07T03:54:20.000000Z
eeg/sub-chb17_task-rest_run-26_eeg.edf	1995-08-07T04:54:27.000000Z
eeg/sub-chb17_task-rest_run-2_eeg.edf	1995-08-03T20:47:45.000000Z
eeg/sub-chb17_task-rest_run-31_eeg.edf	1995-08-07T09:59:42.000000Z
eeg/sub-chb17_task-rest_run-3_eeg.edf	1995-08-03T21:47:52.000000Z
eeg/sub-chb17_task-rest_run-4_eeg.edf	1995-08-03T22:47:59.000000Z
eeg/sub-chb17_task-rest_run-6_eeg.edf	1995-08-04T00:48:39.000000Z
eeg/sub-chb17_task-rest_run-7_eeg.edf	1995-08-06T01:59:21.000000Z
eeg/sub-chb17_task-rest_run-8_eeg.edf	1995-08-06T02:59:28.000000Z
eeg/sub-chb17_task-rest_run-9_eeg.edf	1995-08-06T03:59:35.000000Z
